date,lat,lon,AMSR_SWE,station_name,swe_value,change_in_swe_inch,snow_depth,air_temperature_observed_f,air_temperature_tmmn,potential_evapotranspiration,mean_vapor_pressure_deficit,relative_humidity_rmax,relative_humidity_rmin,precipitation_amount,air_temperature_tmmx,wind_speed,stationTriplet,elevation,Elevation,Slope,Aspect,Curvature,Northness,Eastness,fSCA
2018-01-02,45.21328,-117.19258,,Aneroid Lake #2,3.9,0.0,15.0,22.8,266.7,1.7,0.48999998,60.9,16.2,2.8,274.3,3.2,302:OR:SNTL,7400.0,2721.439,0.23004913,199.61195,-11866.799,-0.75553435,0.3238322,
2018-01-02,45.59723,-111.95902,,Albro Lake,12.8,0.0,42.0,16.5,259.9,0.5,0.25,87.3,34.7,0.0,273.3,2.5,916:MT:SNTL,8300.0,2389.2432,0.24233246,48.42243,-4466.613,0.5858997,-0.64225703,
2018-01-02,47.77957,-121.69847,,Alpine Meadows,15.9,-1.0,40.0,41.4,275.4,1.6,0.48,79.200005,37.100002,0.0,277.0,4.5,908:WA:SNTL,3500.0,505.7591,0.3263855,344.56882,-5300.9595,0.7670448,0.26005524,
2018-01-03,37.52217,-112.27118,,Agua Canyon,0.0,0.0,0.0,34.3,269.4,2.2,0.53999996,88.0,12.900001,0.0,279.8,4.0,907:UT:SNTL,8900.0,2353.2756,0.34028625,76.58906,-2247.0012,0.22790408,-0.7715764,
2018-01-03,37.724,-119.143,,Agnew Pass,6.7,,,,272.2,2.2,0.44,51.100002,32.5,0.0,279.7,4.2000003,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-03,37.724,-119.143,,Agnew Pass,6.7,,,,272.2,2.2,0.44,51.100002,32.5,0.0,279.7,4.2000003,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-03,37.724,-119.143,,Agnew Pass,6.7,,,,272.2,2.9,0.44,51.100002,32.5,0.0,279.7,4.2000003,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-03,37.724,-119.143,,Agnew Pass,6.7,,,,272.2,2.9,0.44,51.100002,32.5,0.0,279.7,4.2000003,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-03,38.805,-120.215,,Alpha,0.8,,,,276.3,1.3000001,0.69,50.3,25.800001,1.0,285.0,2.7,ALP:CA:MSNT,7600.0,2009.3964,0.4420395,198.05385,426.61267,-0.7601651,0.30052412,
2018-01-03,41.23583,-120.79192,,Adin Mtn,1.3,0.0,3.0,34.7,274.9,1.8000001,0.62,47.5,28.800001,0.0,278.3,2.8,301:CA:SNTL,6190.0,2001.8408,0.79338074,144.24068,-6279.539,-0.68170124,-0.5288563,
2018-01-03,42.87007,-122.16518,,Annie Springs,9.9,0.0,30.0,32.7,272.7,1.6,0.48999998,78.200005,32.2,0.7,277.5,3.2,1000:OR:SNTL,6010.0,1864.8491,0.71484375,191.83992,-3315.3516,-0.7746466,0.20236936,
2018-01-03,45.21328,-117.19258,,Aneroid Lake #2,3.9,0.0,15.0,38.5,270.3,0.6,0.48999998,53.600002,23.6,0.3,275.0,5.0,302:OR:SNTL,7400.0,2721.439,0.23004913,199.61195,-11866.799,-0.75553435,0.3238322,
2018-01-03,45.59723,-111.95902,,Albro Lake,12.8,-1.0,41.0,28.0,266.1,0.8,0.24,64.3,48.5,0.0,273.6,2.7,916:MT:SNTL,8300.0,2389.2432,0.24233246,48.42243,-4466.613,0.5858997,-0.64225703,
2018-01-03,47.77957,-121.69847,,Alpine Meadows,15.9,0.0,40.0,43.5,276.6,0.90000004,0.51,100.0,38.600002,0.0,279.4,4.5,908:WA:SNTL,3500.0,505.7591,0.3263855,344.56882,-5300.9595,0.7670448,0.26005524,
2018-01-04,37.52217,-112.27118,,Agua Canyon,0.0,0.0,0.0,35.8,270.5,2.9,0.71,77.9,12.0,0.0,280.4,3.5,907:UT:SNTL,8900.0,2353.2756,0.34028625,76.58906,-2247.0012,0.22790408,-0.7715764,
2018-01-04,37.724,-119.143,,Agnew Pass,6.8,,,,272.7,1.7,0.19999999,54.5,60.100002,1.5,277.9,6.2000003,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-04,37.724,-119.143,,Agnew Pass,6.8,,,,272.7,1.7,0.19999999,54.5,60.100002,1.5,277.9,6.2000003,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-04,37.724,-119.143,,Agnew Pass,6.8,,,,272.7,3.0,0.19999999,54.5,60.100002,1.5,277.9,6.2000003,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-04,37.724,-119.143,,Agnew Pass,6.8,,,,272.7,3.0,0.19999999,54.5,60.100002,1.5,277.9,6.2000003,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-04,38.805,-120.215,,Alpha,0.8,,,,276.0,1.8000001,0.24,47.7,60.5,2.6000001,282.1,3.5,ALP:CA:MSNT,7600.0,2009.3964,0.4420395,198.05385,426.61267,-0.7601651,0.30052412,
2018-01-04,41.23583,-120.79192,,Adin Mtn,1.4,0.0,3.0,38.7,274.7,0.2,0.31,52.0,52.600002,0.0,280.6,3.4,301:CA:SNTL,6190.0,2001.8408,0.79338074,144.24068,-6279.539,-0.68170124,-0.5288563,
2018-01-04,42.87007,-122.16518,,Annie Springs,9.9,0.0,30.0,38.1,272.6,1.7,0.12,72.5,72.9,2.3,275.5,4.2000003,1000:OR:SNTL,6010.0,1864.8491,0.71484375,191.83992,-3315.3516,-0.7746466,0.20236936,
2018-01-04,45.21328,-117.19258,,Aneroid Lake #2,4.0,0.0,15.0,30.0,271.0,2.1000001,0.48,51.7,26.0,0.0,274.2,5.4,302:OR:SNTL,7400.0,2721.439,0.23004913,199.61195,-11866.799,-0.75553435,0.3238322,
2018-01-04,45.59723,-111.95902,,Albro Lake,12.8,0.0,41.0,26.1,266.0,0.3,0.32,59.0,39.9,0.0,274.9,2.5,916:MT:SNTL,8300.0,2389.2432,0.24233246,48.42243,-4466.613,0.5858997,-0.64225703,
2018-01-04,47.77957,-121.69847,,Alpine Meadows,16.0,-1.0,39.0,43.9,276.5,0.8,0.39999998,100.0,48.600002,2.7,277.9,4.9,908:WA:SNTL,3500.0,505.7591,0.3263855,344.56882,-5300.9595,0.7670448,0.26005524,
2018-01-05,37.52217,-112.27118,,Agua Canyon,0.0,0.0,0.0,36.3,272.3,3.0,0.51,100.0,30.2,0.0,273.8,4.7000003,907:UT:SNTL,8900.0,2353.2756,0.34028625,76.58906,-2247.0012,0.22790408,-0.7715764,
2018-01-05,37.724,-119.143,,Agnew Pass,6.7,,,,271.9,1.0,0.26999998,75.8,49.5,4.5,272.2,5.4,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-05,37.724,-119.143,,Agnew Pass,6.7,,,,271.9,1.0,0.26999998,75.8,49.5,4.5,272.2,5.4,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-05,37.724,-119.143,,Agnew Pass,6.7,,,,271.9,3.1000001,0.26999998,75.8,49.5,4.5,272.2,5.4,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-05,37.724,-119.143,,Agnew Pass,6.7,,,,271.9,3.1000001,0.26999998,75.8,49.5,4.5,272.2,5.4,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-05,38.805,-120.215,,Alpha,0.6,,,,276.8,1.3000001,0.24,80.0,63.2,12.900001,277.3,3.1000001,ALP:CA:MSNT,7600.0,2009.3964,0.4420395,198.05385,426.61267,-0.7601651,0.30052412,
2018-01-05,41.23583,-120.79192,,Adin Mtn,1.3,0.0,3.0,41.0,273.7,0.7,0.17999999,82.6,63.4,4.5,277.0,3.5,301:CA:SNTL,6190.0,2001.8408,0.79338074,144.24068,-6279.539,-0.68170124,-0.5288563,
2018-01-05,42.87007,-122.16518,,Annie Springs,10.0,-1.0,29.0,38.8,273.7,3.1000001,0.17999999,77.3,67.1,3.8,274.0,4.9,1000:OR:SNTL,6010.0,1864.8491,0.71484375,191.83992,-3315.3516,-0.7746466,0.20236936,
2018-01-05,45.21328,-117.19258,,Aneroid Lake #2,4.0,-1.0,14.0,37.4,270.7,3.4,0.29,68.5,46.100002,4.6,274.3,6.5,302:OR:SNTL,7400.0,2721.439,0.23004913,199.61195,-11866.799,-0.75553435,0.3238322,
2018-01-05,45.59723,-111.95902,,Albro Lake,12.9,-1.0,40.0,37.8,272.3,0.6,0.32,70.4,53.2,0.0,275.4,3.5,916:MT:SNTL,8300.0,2389.2432,0.24233246,48.42243,-4466.613,0.5858997,-0.64225703,
2018-01-05,47.77957,-121.69847,,Alpine Meadows,16.0,1.0,40.0,41.2,276.1,4.5,0.14,95.200005,75.5,23.7,279.2,4.3,908:WA:SNTL,3500.0,505.7591,0.3263855,344.56882,-5300.9595,0.7670448,0.26005524,
2018-01-06,37.52217,-112.27118,,Agua Canyon,0.0,0.0,0.0,34.9,269.5,3.1000001,0.24,100.0,50.100002,1.7,271.2,5.9,907:UT:SNTL,8900.0,2353.2756,0.34028625,76.58906,-2247.0012,0.22790408,-0.7715764,
2018-01-06,37.724,-119.143,,Agnew Pass,6.9,,,,268.0,0.5,0.11,92.8,63.100002,15.7,270.1,7.5,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-06,37.724,-119.143,,Agnew Pass,6.9,,,,268.0,0.5,0.11,92.8,63.100002,15.7,270.1,7.5,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-06,37.724,-119.143,,Agnew Pass,6.9,,,,268.0,2.9,0.11,92.8,63.100002,15.7,270.1,7.5,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-06,37.724,-119.143,,Agnew Pass,6.9,,,,268.0,2.9,0.11,92.8,63.100002,15.7,270.1,7.5,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-06,38.805,-120.215,,Alpha,0.6,,,,271.7,1.0,0.07,100.0,70.8,16.6,275.0,1.7,ALP:CA:MSNT,7600.0,2009.3964,0.4420395,198.05385,426.61267,-0.7601651,0.30052412,
2018-01-06,41.23583,-120.79192,,Adin Mtn,0.9,-1.0,2.0,37.9,271.2,1.3000001,0.12,95.9,69.9,0.0,270.9,1.6,301:CA:SNTL,6190.0,2001.8408,0.79338074,144.24068,-6279.539,-0.68170124,-0.5288563,
2018-01-06,42.87007,-122.16518,,Annie Springs,10.1,-2.0,27.0,32.9,268.5,3.1000001,0.17999999,87.8,54.600002,3.4,271.0,1.8000001,1000:OR:SNTL,6010.0,1864.8491,0.71484375,191.83992,-3315.3516,-0.7746466,0.20236936,
2018-01-06,45.21328,-117.19258,,Aneroid Lake #2,4.2,0.0,14.0,33.8,266.2,1.0,0.14,89.3,56.7,0.0,267.9,5.5,302:OR:SNTL,7400.0,2721.439,0.23004913,199.61195,-11866.799,-0.75553435,0.3238322,
2018-01-06,45.59723,-111.95902,,Albro Lake,12.9,0.0,40.0,34.3,267.8,0.6,0.14999999,86.700005,67.1,2.6000001,269.5,4.5,916:MT:SNTL,8300.0,2389.2432,0.24233246,48.42243,-4466.613,0.5858997,-0.64225703,
2018-01-06,47.77957,-121.69847,,Alpine Meadows,15.7,-2.0,38.0,38.5,274.6,2.2,0.08,100.0,83.3,29.0,276.2,3.4,908:WA:SNTL,3500.0,505.7591,0.3263855,344.56882,-5300.9595,0.7670448,0.26005524,
2018-01-07,37.52217,-112.27118,,Agua Canyon,0.0,1.0,1.0,29.3,267.5,2.9,0.32999998,100.0,38.0,0.0,273.7,3.7,907:UT:SNTL,8900.0,2353.2756,0.34028625,76.58906,-2247.0012,0.22790408,-0.7715764,
2018-01-07,37.724,-119.143,,Agnew Pass,7.8,,,,268.8,0.8,0.42,79.0,28.800001,0.5,274.2,4.3,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-07,37.724,-119.143,,Agnew Pass,7.8,,,,268.8,0.8,0.42,79.0,28.800001,0.5,274.2,4.3,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-07,37.724,-119.143,,Agnew Pass,7.8,,,,268.8,2.9,0.42,79.0,28.800001,0.5,274.2,4.3,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-07,37.724,-119.143,,Agnew Pass,7.8,,,,268.8,2.9,0.42,79.0,28.800001,0.5,274.2,4.3,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-07,38.805,-120.215,,Alpha,0.8,,,,271.7,1.1,0.41,80.700005,34.4,1.4,278.2,2.5,ALP:CA:MSNT,7600.0,2009.3964,0.4420395,198.05385,426.61267,-0.7601651,0.30052412,
2018-01-07,41.23583,-120.79192,,Adin Mtn,0.7,0.0,2.0,27.0,270.8,1.7,0.39999998,91.6,35.3,0.0,273.8,2.4,301:CA:SNTL,6190.0,2001.8408,0.79338074,144.24068,-6279.539,-0.68170124,-0.5288563,
2018-01-07,42.87007,-122.16518,,Annie Springs,10.0,1.0,28.0,26.1,268.3,3.2,0.34,84.9,33.3,0.0,270.1,3.1000001,1000:OR:SNTL,6010.0,1864.8491,0.71484375,191.83992,-3315.3516,-0.7746466,0.20236936,
2018-01-07,45.21328,-117.19258,,Aneroid Lake #2,4.1,0.0,14.0,31.3,267.4,1.1,0.29999998,100.0,37.3,0.0,265.5,6.3,302:OR:SNTL,7400.0,2721.439,0.23004913,199.61195,-11866.799,-0.75553435,0.3238322,
2018-01-07,45.59723,-111.95902,,Albro Lake,12.9,0.0,40.0,24.4,267.4,1.1,0.17999999,91.9,61.4,0.0,266.1,5.3,916:MT:SNTL,8300.0,2389.2432,0.24233246,48.42243,-4466.613,0.5858997,-0.64225703,
2018-01-07,47.77957,-121.69847,,Alpine Meadows,16.2,1.0,39.0,33.6,273.6,2.0,0.07,97.4,84.200005,26.0,273.5,4.2000003,908:WA:SNTL,3500.0,505.7591,0.3263855,344.56882,-5300.9595,0.7670448,0.26005524,
2018-01-08,37.52217,-112.27118,,Agua Canyon,0.0,-1.0,0.0,34.0,270.5,2.9,0.29999998,100.0,45.600002,4.5,275.0,3.0,907:UT:SNTL,8900.0,2353.2756,0.34028625,76.58906,-2247.0012,0.22790408,-0.7715764,
2018-01-08,37.724,-119.143,,Agnew Pass,7.3,,,,272.3,0.8,0.049999997,76.1,83.8,37.0,276.1,6.7000003,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-08,37.724,-119.143,,Agnew Pass,7.3,,,,272.3,0.8,0.049999997,76.1,83.8,37.0,276.1,6.7000003,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-08,37.724,-119.143,,Agnew Pass,7.3,,,,272.3,2.5,0.049999997,76.1,83.8,37.0,276.1,6.7000003,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-08,37.724,-119.143,,Agnew Pass,7.3,,,,272.3,2.5,0.049999997,76.1,83.8,37.0,276.1,6.7000003,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-08,38.805,-120.215,,Alpha,0.6,,,,276.4,2.0,0.16,75.3,72.8,18.9,280.7,3.3,ALP:CA:MSNT,7600.0,2009.3964,0.4420395,198.05385,426.61267,-0.7601651,0.30052412,
2018-01-08,41.23583,-120.79192,,Adin Mtn,0.8,0.0,2.0,38.5,273.9,2.0,0.19999999,76.4,65.6,2.3,278.0,2.5,301:CA:SNTL,6190.0,2001.8408,0.79338074,144.24068,-6279.539,-0.68170124,-0.5288563,
2018-01-08,42.87007,-122.16518,,Annie Springs,10.1,0.0,28.0,29.8,269.5,2.6000001,0.13,84.5,65.6,9.1,274.0,2.8,1000:OR:SNTL,6010.0,1864.8491,0.71484375,191.83992,-3315.3516,-0.7746466,0.20236936,
2018-01-08,45.21328,-117.19258,,Aneroid Lake #2,4.2,-1.0,13.0,34.9,270.4,1.2,0.35,100.0,37.9,0.7,274.2,8.6,302:OR:SNTL,7400.0,2721.439,0.23004913,199.61195,-11866.799,-0.75553435,0.3238322,
2018-01-08,45.59723,-111.95902,,Albro Lake,12.9,0.0,40.0,31.8,271.5,1.6,0.32999998,83.0,50.2,0.0,272.5,5.0,916:MT:SNTL,8300.0,2389.2432,0.24233246,48.42243,-4466.613,0.5858997,-0.64225703,
2018-01-08,47.77957,-121.69847,,Alpine Meadows,17.2,5.0,44.0,35.2,274.5,3.5,0.089999996,95.9,80.4,13.5,276.1,3.5,908:WA:SNTL,3500.0,505.7591,0.3263855,344.56882,-5300.9595,0.7670448,0.26005524,
2018-01-09,37.52217,-112.27118,,Agua Canyon,0.1,1.0,1.0,30.9,271.0,2.5,0.0,100.0,93.200005,17.7,278.3,5.9,907:UT:SNTL,8900.0,2353.2756,0.34028625,76.58906,-2247.0012,0.22790408,-0.7715764,
2018-01-09,37.724,-119.143,,Agnew Pass,9.3,,,,270.3,0.7,0.08,100.0,76.4,9.2,273.4,4.9,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-09,37.724,-119.143,,Agnew Pass,9.3,,,,270.3,0.7,0.08,100.0,76.4,9.2,273.4,4.9,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-09,37.724,-119.143,,Agnew Pass,9.3,,,,270.3,2.4,0.08,100.0,76.4,9.2,273.4,4.9,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-09,37.724,-119.143,,Agnew Pass,9.3,,,,270.3,2.4,0.08,100.0,76.4,9.2,273.4,4.9,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-09,38.805,-120.215,,Alpha,0.6,,,,275.6,0.90000004,0.11,86.3,75.3,8.3,276.9,2.4,ALP:CA:MSNT,7600.0,2009.3964,0.4420395,198.05385,426.61267,-0.7601651,0.30052412,
2018-01-09,41.23583,-120.79192,,Adin Mtn,0.7,0.0,2.0,38.5,271.6,0.2,0.02,89.9,81.8,6.6,277.0,3.8,301:CA:SNTL,6190.0,2001.8408,0.79338074,144.24068,-6279.539,-0.68170124,-0.5288563,
2018-01-09,42.87007,-122.16518,,Annie Springs,10.2,2.0,30.0,36.3,269.8,5.1,0.089999996,79.3,69.5,14.7,273.9,4.3,1000:OR:SNTL,6010.0,1864.8491,0.71484375,191.83992,-3315.3516,-0.7746466,0.20236936,
2018-01-09,45.21328,-117.19258,,Aneroid Lake #2,4.4,0.0,13.0,31.5,265.1,0.8,0.08,73.6,64.4,11.0,273.7,9.0,302:OR:SNTL,7400.0,2721.439,0.23004913,199.61195,-11866.799,-0.75553435,0.3238322,
2018-01-09,45.59723,-111.95902,,Albro Lake,12.9,0.0,40.0,33.6,271.6,1.2,0.21,56.9,66.9,10.400001,277.0,4.9,916:MT:SNTL,8300.0,2389.2432,0.24233246,48.42243,-4466.613,0.5858997,-0.64225703,
2018-01-09,47.77957,-121.69847,,Alpine Meadows,17.0,-3.0,41.0,37.9,272.6,0.90000004,0.02,96.1,86.4,51.100002,277.9,4.0,908:WA:SNTL,3500.0,505.7591,0.3263855,344.56882,-5300.9595,0.7670448,0.26005524,
2018-01-10,37.52217,-112.27118,,Agua Canyon,0.8,4.0,5.0,31.5,268.6,2.4,0.0,100.0,81.5,1.6,279.2,8.2,907:UT:SNTL,8900.0,2353.2756,0.34028625,76.58906,-2247.0012,0.22790408,-0.7715764,
2018-01-10,37.724,-119.143,,Agnew Pass,9.4,,,,270.0,0.7,0.19999999,80.3,54.100002,1.1,275.2,6.7000003,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-10,37.724,-119.143,,Agnew Pass,9.4,,,,270.0,0.7,0.19999999,80.3,54.100002,1.1,275.2,6.7000003,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-10,37.724,-119.143,,Agnew Pass,9.4,,,,270.0,1.2,0.19999999,80.3,54.100002,1.1,275.2,6.7000003,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-10,37.724,-119.143,,Agnew Pass,9.4,,,,270.0,1.2,0.19999999,80.3,54.100002,1.1,275.2,6.7000003,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-01-10,38.805,-120.215,,Alpha,0.5,,,,272.9,1.0,0.17,86.0,63.2,3.8,280.7,3.7,ALP:CA:MSNT,7600.0,2009.3964,0.4420395,198.05385,426.61267,-0.7601651,0.30052412,
2018-01-10,41.23583,-120.79192,,Adin Mtn,0.4,-1.0,1.0,33.6,270.4,1.6,0.089999996,77.4,75.1,9.2,278.0,4.5,301:CA:SNTL,6190.0,2001.8408,0.79338074,144.24068,-6279.539,-0.68170124,-0.5288563,
2018-01-10,42.87007,-122.16518,,Annie Springs,10.4,-3.0,27.0,26.2,268.8,4.6,0.14,76.4,62.4,5.0,273.2,3.3,1000:OR:SNTL,6010.0,1864.8491,0.71484375,191.83992,-3315.3516,-0.7746466,0.20236936,
2018-01-10,45.21328,-117.19258,,Aneroid Lake #2,4.5,2.0,15.0,21.4,261.0,2.1000001,0.06,100.0,64.9,0.4,274.9,7.3,302:OR:SNTL,7400.0,2721.439,0.23004913,199.61195,-11866.799,-0.75553435,0.3238322,
2018-01-10,45.59723,-111.95902,,Albro Lake,13.2,3.0,43.0,32.0,261.7,0.90000004,0.06,100.0,70.8,9.1,274.9,4.1,916:MT:SNTL,8300.0,2389.2432,0.24233246,48.42243,-4466.613,0.5858997,-0.64225703,
