stationTriplet,stationId,stateCode,networkCode,name,dcoCode,countyName,huc,elevation,latitude,longitude,dataTimeZone,pedonCode,shefId,beginDate,endDate
14306500:OR:USGS,14306500,OR,USGS,Alsea nr Tidewater,OR,Lincoln,171002050403,48.0,44.38333,-123.81667,,,,1939-10-01 00:00,2100-01-01 00:00
0140:WY:COOP,0140,WY,COOP,Alta 1 NW,MT,Teton,170402040205,6430.0,43.78333,-111.03333,,,ALTW4,1909-08-01 00:00,2100-01-01 00:00
11J61:UT:SNOW,11J61,UT,SNOW,Alta Central,UT,Salt Lake,160202040202,8800.0,40.59117,-111.63794,,,ATCU1,1984-01-01 00:00,2100-01-01 00:00
1239:CA:SNTLT,1239,CA,SNTLT,Althouse,OR,Del Norte,171003110302,4970.0,41.99617,-123.547,-8.0,,ABZO3,2013-06-25 00:00,2100-01-01 00:00
23G17:CA:SNOW,23G17,CA,SNOW,Althouse #3 Rev,OR,Del Norte,171003110302,4970.0,41.99617,-123.547,,,,2013-10-01 00:00,2100-01-01 00:00
09013000:CO:USGS,09013000,CO,USGS,Alva B. Adams Tunnel at East Portal,CO,Larimer,101900060203,8199.0,40.3278,-105.5774,,,,1946-10-01 00:00,2100-01-01 00:00
1198:NV:SNTLT,1198,NV,SNTLT,American Beauty,UT,Elko,160401030901,7545.0,40.53373,-115.45768,-8.0,,AMBN2,2011-12-23 00:00,2100-01-01 00:00
15J17:NV:SNOW,15J17,NV,SNOW,American Beauty - Aerial Marker,UT,Elko,160401030901,7545.0,40.53373,-115.45677,,,AMBN2,1964-03-01 00:00,2100-01-01 00:00
1189:AK:SNTL,1189,AK,SNTL,American Creek,AK,Southeast Fairbanks,190705050504,1050.0,64.78969,-141.23376,-9.0,,AMCA2,2011-08-04 00:00,2100-01-01 00:00
13076500:ID:BOR,13076500,ID,BOR,American Falls Reservoir,ID,Power,170402061009,4356.0,42.78003,-112.87597,,,,1925-10-01 00:00,2100-01-01 00:00
10164500:UT:USGS,10164500,UT,USGS,American Fk ab Upper Powerplant,UT,Utah,160202010802,5950.0,40.44773,-111.68215,,,,1927-01-01 00:00,2100-01-01 00:00
12488500:WA:USGS,12488500,WA,USGS,American R nr Nile,OR,Yakima,170300020107,2700.0,46.97762,-121.1687,,,,1909-04-25 00:00,2100-01-01 00:00
2031:IA:SCAN,2031,IA,SCAN,Ames,GC,Boone,070801050307,1073.0,42.01667,-93.73333,-6.0,28516,AMMI4,2001-09-19 00:00,2100-01-01 00:00
15239900:AK:USGS,15239900,AK,USGS,Anchor R nr Anchor Point AK,AK,Kenai Peninsula,190203010706,169.0,59.74722,-151.75306,,,,1965-06-17 00:00,2100-01-01 00:00
1062:AK:SNTL,1062,AK,SNTL,Anchor River Divide,AK,Kenai Peninsula,190203010701,1653.0,59.85972,-151.315,-9.0,34967,ARDA2,1980-10-01 00:00,2100-01-01 00:00
1070:AK:SNTL,1070,AK,SNTL,Anchorage Hillside,AK,Anchorage,190204010601,2080.0,61.11483,-149.66683,-9.0,,HILA2,2004-10-01 00:00,2100-01-01 00:00
0280:AK:COOP,0280,AK,COOP,Anchorage Wscmo AP,AK,Anchorage,190204010808,110.0,61.16666,-150.01666,,,ANCA2,1952-01-01 00:00,2100-01-01 00:00
13190000:ID:BOR,13190000,ID,BOR,Anderson Ranch Reservoir,ID,Elmore,170501130805,4196.0,43.35832,-115.44808,,,,1946-01-01 00:00,2100-01-01 00:00
302:OR:SNTL,302,OR,SNTL,Aneroid Lake #2,OR,Wallowa,170601050101,7400.0,45.21328,-117.19258,-8.0,,ANRO3,1980-10-01 00:00,2100-01-01 00:00
06401000:SD:BOR,06401000,SD,BOR,Angostura,MT,Fall River,101201060509,3180.0,43.34297,-103.43827,,,,1950-10-01 00:00,2100-01-01 00:00
2065:AK:SNTL,2065,AK,SNTL,Aniak,AK,Bethel,190305020504,80.0,61.58337,-159.57708,-9.0,28500,AMBA2,2002-07-21 00:00,2100-01-01 00:00
59M02:AK:SNOW,59M02,AK,SNOW,Aniak,AK,Bethel,190305020504,80.0,61.58337,-159.57708,,,,2012-12-01 00:00,2100-01-01 00:00
09361500:CO:USGS,09361500,CO,USGS,Animas R at Durango,CO,La Plata,140801040604,6502.0,37.27917,-107.88034,,,,1897-10-01 00:00,2100-01-01 00:00
9362500:CO:USGS,9362500,CO,USGS,Animas-La Plata Project Diversion,CO,La Plata,140801040901,6460.0,37.25862,-107.87765,,,,2008-04-01 00:00,2100-01-01 00:00
1000:OR:SNTL,1000,OR,SNTL,Annie Springs,OR,Klamath,180102030101,6010.0,42.87007,-122.16518,-8.0,31218,ANSO3,2000-09-01 00:00,2100-01-01 00:00
ANR:CA:SNOW,ANR,CA,SNOW,Antelope Ridge,UN,Plumas,180201220206,5650.0,40.155,-120.542,,,,1963-02-01 00:00,2100-01-01 00:00
ATS:CA:SNOW,ATS,CA,SNOW,Antelope Springs,UN,Amador,180400120405,4350.0,38.503,-120.467,,,,1939-02-01 00:00,2100-01-01 00:00
05L05:CO:SNOW,05L05,CO,SNOW,Antero,CO,Park,101900010204,9300.0,38.91667,-105.96667,,,ATRC2,1949-02-01 00:00,2100-01-01 00:00
0263:CO:COOP,0263,CO,COOP,Antero Reservoir,UN,Park,101900010210,8920.0,39.0,-105.88333,,,ANTC2,1961-01-01 00:00,2100-01-01 00:00
05L06:CO:SNOW,05L06,CO,SNOW,Antero Reservoir,CO,Park,101900010210,9000.0,39.0,-105.88333,,,ANTC2,1983-02-01 00:00,2100-01-01 00:00
06016010:CO:BOR,06016010,CO,BOR,Antero Reservoir,CO,Park,101900010205,8950.0,38.99371,-105.89598,,,,1952-09-01 00:00,2100-01-01 00:00
1245:OR:SNTLT,1245,OR,SNTLT,Anthony Lake,OR,Baker,170502030503,7160.0,44.9591,-118.22668,-8.0,,ANZO3,2013-07-18 00:00,2100-01-01 00:00
18E31:OR:SNOW,18E31,OR,SNOW,Anthony Lake (Rev),OR,Baker,170502030503,7160.0,44.9591,-118.22668,,,,2008-01-01 00:00,2100-01-01 00:00
ATP:CA:SNOW,ATP,CA,SNOW,Anthony Peak,UN,Tehama,180201150301,6200.0,39.842,-122.95,,,,1944-02-01 00:00,2100-01-01 00:00
303:CO:SNTL,303,CO,SNTL,Apishapa,CO,Huerfano,110200060406,10027.0,37.33067,-105.06766,-8.0,,APSC2,1979-10-01 00:00,2100-01-01 00:00
14361900:OR:BOR,14361900,OR,BOR,Applegate,OR,Jackson,171003090109,1763.0,42.0549,-123.11564,,,,1980-10-01 00:00,2100-01-01 00:00
14362000:OR:USGS,14362000,OR,USGS,Applegate Lake Inflow,OR,Jackson,171003090201,1748.0,42.06374,-123.11144,,,,1938-10-01 00:00,2100-01-01 00:00
1030:CO:SNTL,1030,CO,SNTL,Arapaho Ridge,CO,Grand,140100010604,10976.0,40.35098,-106.38141,-8.0,,ARPC2,2002-08-01 00:00,2100-01-01 00:00
304:OR:SNTL,304,OR,SNTL,Arbuckle Mtn,OR,Morrow,170702020604,5770.0,45.19085,-119.25392,-8.0,,ARBO3,1978-10-01 00:00,2100-01-01 00:00
10D14:MT:SNOW,10D14,MT,SNOW,Arch Falls,MT,Gallatin,100200081001,7350.0,45.42775,-110.96027,,,ARCM8,1961-04-01 00:00,2100-01-01 00:00
49M25:AK:SNOW,49M25,AK,SNOW,Archangel Road,AK,Matanuska-Susitna,190205051201,2200.0,61.79167,-149.2,,,ARLA2,1982-02-01 00:00,2100-01-01 00:00
0375:ID:COOP,0375,ID,COOP,Arco 3 SW,ID,Butte,170402180803,5330.0,43.6,-113.33333,,,AROI1,1914-04-01 00:00,2100-01-01 00:00
AO:NA:CLMIND,AO,NA,CLMIND,Arctic Oscillation,UN,UNKNOWN,,0.0,0.0,0.0,,,,1950-01-01 00:00,2100-01-01 00:00
49M05:AK:SNOW,49M05,AK,SNOW,Arctic Ski Bowl,AK,Anchorage,190204010402,3000.0,61.25,-149.51667,,,ARKA2,1964-02-01 00:00,2100-01-01 00:00
49M01:AK:SNOW,49M01,AK,SNOW,Arctic Valley 1,AK,Anchorage,190204010404,500.0,61.22917,-149.64167,,,AVOA2,1964-02-01 00:00,2100-01-01 00:00
49M02:AK:SNOW,49M02,AK,SNOW,Arctic Valley 2,AK,Anchorage,190204010404,1000.0,61.23333,-149.60833,,,AVTA2,1964-02-01 00:00,2100-01-01 00:00
49M03:AK:SNOW,49M03,AK,SNOW,Arctic Valley 3,AK,Anchorage,190204010402,1450.0,61.23,-149.58333,,,AVRA2,1964-02-01 00:00,2100-01-01 00:00
49M04:AK:SNOW,49M04,AK,SNOW,Arctic Valley 4,AK,Anchorage,190204010402,2030.0,61.2375,-149.555,,,AVFA2,1964-02-01 00:00,2100-01-01 00:00
07099400:CO:USGS,07099400,CO,USGS,Arkansas R ab Pueblo,CO,Pueblo,110200020905,4740.0,38.27167,-104.71803,,,,1959-05-01 00:00,2100-01-01 00:00
07091500:CO:USGS,07091500,CO,USGS,Arkansas R at Salida,CO,Chaffee,110200010709,7050.0,38.54583,-106.01057,,,,1909-10-01 00:00,2100-01-01 00:00
05K12:CO:SNOW,05K12,CO,SNOW,Arrow #2,CO,Grand,140100010202,9668.0,39.91562,-105.76079,,,,1850-01-01 00:00,2100-01-01 00:00
13194000:ID:BOR,13194000,ID,BOR,Arrowrock Reservoir,ID,Elmore,170501120602,3219.0,43.59394,-115.92234,,,,1917-10-01 00:00,2100-01-01 00:00
0438:NV:COOP,0438,NV,COOP,Arthur 4 NW,UN,Elko,160600071102,6300.0,40.78333,-115.18333,,,ARTN2,1910-09-01 00:00,2100-01-01 00:00
10311200:NV:USGS,10311200,NV,USGS,Ash Canyon Ck nr Carson City,UT,Carson City,160502010505,5080.0,39.1763,-119.80574,,,,1976-01-01 00:00,2100-01-01 00:00
ASH:CA:SNOW,ASH,CA,SNOW,Ash Creek,UN,Siskiyou,180200040102,5000.0,41.4,-122.05,,,,1945-04-01 00:00,2100-01-01 00:00
2214:CA:SCAN,2214,CA,SCAN,Ash Valley,GC,Lassen,180200021404,5097.0,41.05204,-120.6872,-8.0,,VYAC1,2014-10-23 00:00,2100-01-01 00:00
0304:OR:COOP,0304,OR,COOP,Ashland,OR,Jackson,171003080107,1750.0,42.21666,-122.71666,,,ASHO3,1892-07-01 00:00,2100-01-01 00:00
09266500:UT:USGS,09266500,UT,USGS,Ashley Ck nr Vernal,UT,Uintah,140600100805,6231.0,40.57746,-109.62209,,,,1914-10-01 00:00,2100-01-01 00:00
1165:MT:SNTLT,1165,MT,SNTLT,Ashley Divide,MT,Flathead,170102080108,4820.0,48.20161,-114.51495,-8.0,,AYDM8,2010-01-09 00:00,2100-01-01 00:00
14A19:MT:SNOW,14A19,MT,SNOW,Ashley Divide,MT,Flathead,170102080108,4820.0,48.20161,-114.51495,,,AYDM8,1981-02-01 00:00,2100-01-01 00:00
0470:ID:COOP,0470,ID,COOP,Ashton,ID,Fremont,170402020701,5260.0,44.06666,-111.45,,,ASHI1,1897-02-01 00:00,2100-01-01 00:00
13335050:WA:USGS,13335050,WA,USGS,Asotin Ck at Asotin,OR,Asotin,170601030209,760.0,46.34072,-117.05599,,,,1991-03-22 00:00,2100-01-01 00:00
0372:CO:COOP,0372,CO,COOP,Aspen 1 SW,UN,Pitkin,140100040203,8160.0,39.18333,-106.83333,,,ASPC2,1949-11-01 00:00,2100-01-01 00:00
10E08:WY:SNOW,10E08,WY,SNOW,Aster Creek,ID,Teton,170401010104,7750.0,44.26778,-110.62612,,,ACWW4,1919-01-01 00:00,2100-01-01 00:00
0328:OR:COOP,0328,OR,COOP,Astoria WSO Airport,OR,Clatsop,170800060208,10.0,46.15,-123.88333,,,ASTO3,1953-01-01 00:00,2100-01-01 00:00
X494:AK:MPRC,X494,AK,MPRC,Atigun Camp,AK,North Slope,190604020101,3400.0,68.17283,-149.43033,,,,1982-10-01 00:00,2100-01-01 00:00
957:AK:SNTL,957,AK,SNTL,Atigun Pass,AK,North Slope,190802010102,4800.0,68.12983,-149.47817,-9.0,34376,ATGA2,1981-10-01 00:00,2100-01-01 00:00
306:ID:SNTL,306,ID,SNTL,Atlanta Summit,ID,Elmore,170501110204,7580.0,43.7569,-115.23907,-8.0,,ATAI1,1978-10-01 00:00,2100-01-01 00:00
AMO:NA:CLMIND,AMO,NA,CLMIND,Atlantic Multidecadal Oscillation,UN,UNKNOWN,,0.0,0.0,0.0,,,,1856-01-01 00:00,2100-01-01 00:00
33K01:BC:SNOW,33K01,BC,SNOW,Atlin Lake,AK,UNKNOWN,190701010000,2395.0,59.56667,-133.7,,,ATLQ9,1964-02-01 00:00,2100-01-01 00:00
1308:UT:SNTL,1308,UT,SNTL,Atwater,UT,Salt Lake,160202040202,8753.0,40.59124,-111.63775,-8.0,,,2022-08-25 00:00,2100-01-01 00:00
CO0041:CO:USGS,CO0041,CO,USGS,August P Gumlick Tunnel,CO,Grand,140100010402,10450.0,39.76087,-105.90642,,,,1946-10-01 00:00,2100-01-01 00:00
0507:NV:COOP,0507,NV,COOP,Austin,UN,Lander,160401070401,6600.0,39.5,-117.08333,,,ASTN2,1888-04-01 00:00,2100-01-01 00:00
08284160:NM:USGS,08284160,NM,USGS,Azotea Tunnel,CO,Rio Arriba,130201020301,7519.0,36.8533,-106.6717,,,,1970-10-01 00:00,2100-01-01 00:00
05N21:NM:SNOW,05N21,NM,SNOW,Aztec #2,CO,Colfax,110800020204,9880.0,36.63333,-105.18333,,,AZEN5,1993-01-01 00:00,2100-01-01 00:00
1E08P:BC:MSNT,1E08P,BC,MSNT,Azure,OR,UNKNOWN,,5331.0,52.58333,-119.71667,,,,1996-09-01 00:00,2100-01-01 00:00
15F02:ID:SNOW,15F02,ID,SNOW,Bad Bear,ID,Boise,170501120301,4928.0,43.90129,-115.70731,,,BADI1,1961-01-01 00:00,2100-01-01 00:00
06093200:MT:USGS,06093200,MT,USGS,Badger Ck nr Browning,MT,Glacier,100302010203,4179.0,48.34619,-112.84176,,,,1951-01-01 00:00,2100-01-01 00:00
BDF:CA:SNOW,BDF,CA,SNOW,Badger Flat,UN,Fresno,180400060902,8300.0,37.265,-119.108,,,,1960-02-01 00:00,2100-01-01 00:00
14G03:ID:SNOW,14G03,ID,SNOW,Badger Gulch,ID,Cassia,170402110302,6756.0,42.09762,-114.17287,,,BDGI1,1947-03-01 00:00,2100-01-01 00:00
307:MT:SNTL,307,MT,SNTL,Badger Pass,MT,Pondera,100302010201,6900.0,48.13091,-113.02311,-8.0,,BADM8,1968-10-01 00:00,2100-01-01 00:00
0484:WY:COOP,0484,WY,COOP,Baggs,MT,Carbon,140500030704,6240.0,41.03333,-107.65,,,BAGW4,1979-09-01 00:00,2100-01-01 00:00
0454:CO:COOP,0454,CO,COOP,Bailey,UN,Park,101900020204,7730.0,39.4,-105.48333,,,BLYC2,1901-04-01 00:00,2100-01-01 00:00
06116500:MT:BOR,06116500,MT,BOR,Bair Res,MT,Meagher,100402010105,5325.0,46.57919,-110.55886,,,,1939-11-01 00:00,2100-01-01 00:00
17A07:WA:SNOW,17A07,WA,SNOW,Baird #2,OR,Stevens,170200030201,3159.0,48.6067,-117.55251,,,,1994-02-01 00:00,2100-01-01 00:00
308:AZ:SNTL,308,AZ,SNTL,Baker Butte,CO,Coconino,150602030206,7363.0,34.45654,-111.40651,-8.0,,BKBA3,1965-10-01 00:00,2100-01-01 00:00
11R07:AZ:SNOW,11R07,AZ,SNOW,Baker Butte No. 2,CO,Gila,150602030206,7700.0,34.45,-111.38333,,,XBBA3,1972-01-01 00:00,2100-01-01 00:00
1140:AZ:SNTL,1140,AZ,SNTL,Baker Butte Smt,CO,Coconino,150602030103,7752.0,34.45552,-111.38262,-8.0,,BBSA3,2009-05-18 00:00,2100-01-01 00:00
14L01:NV:SNOW,14L01,NV,SNOW,Baker Creek #1,UT,White Pine,160203010802,7950.0,38.97485,-114.25147,,,BKEN2,1942-03-01 00:00,2100-01-01 00:00
14L02:NV:SNOW,14L02,NV,SNOW,Baker Creek #2,UT,White Pine,160203010802,8950.0,38.97098,-114.27697,,,BAKN2,1942-03-01 00:00,2100-01-01 00:00
14L03:NV:SNOW,14L03,NV,SNOW,Baker Creek #3,UT,White Pine,160203010802,9250.0,38.96715,-114.28668,,,BKCN2,1942-04-01 00:00,2100-01-01 00:00
0412:OR:COOP,0412,OR,COOP,Baker FAA AP,OR,Baker,170502030302,3370.0,44.83333,-117.81666,,,BKEO3,1943-05-01 00:00,2100-01-01 00:00
12193500:WA:USGS,12193500,WA,USGS,Baker R at Concrete,OR,Skagit,171100051007,190.0,48.54,-121.74194,,,,1910-10-01 00:00,2100-01-01 00:00
19H01:NV:SNOW,19H01,NV,SNOW,Bald Mt.,OR,Humboldt,160402040101,6720.0,41.78333,-119.61667,,,BLDN2,1940-03-01 00:00,2100-01-01 00:00
1240:NV:SNTLT,1240,NV,SNTLT,Bald Mtn AM,OR,Washoe,160402040101,6720.0,41.78333,-119.61667,-8.0,,BLDN2,2017-07-18 00:00,2100-01-01 00:00
17D10:OR:SNOW,17D10,OR,SNOW,Bald Mtn Am OR,OR,Union,170601040504,6600.0,45.21158,-117.6626,,,BDZO3,1960-02-01 00:00,2100-01-01 00:00
447:OR:SNTLT,447,OR,SNTLT,Bald Mtn AM OR,OR,Union,170601040504,6700.0,45.21158,-117.6626,-8.0,,,2018-08-21 00:00,2100-01-01 00:00
309:WY:SNTL,309,WY,SNTL,Bald Mtn.,MT,Big Horn,100800100501,9380.0,44.80061,-107.84428,-8.0,,BLDW4,1975-10-01 00:00,2100-01-01 00:00
21E22:OR:SNOW,21E22,OR,SNOW,Bald Peter,OR,Jefferson,170703011002,5600.0,44.67778,-121.69228,,,BPZO3,1973-01-01 00:00,2100-01-01 00:00
310:AZ:SNTL,310,AZ,SNTL,Baldy,CO,Apache,150200010203,9221.0,33.97845,-109.50357,-8.0,,BLDA3,1949-11-01 00:00,2100-01-01 00:00
05K23:CO:SNOW,05K23,CO,SNOW,Baltimore,CO,Gilpin,101900050502,8800.0,39.90597,-105.57668,,,BLTC2,1961-02-01 00:00,2100-01-01 00:00
0471:OR:COOP,0471,OR,COOP,Bandon 2 NNE,OR,Coos,171003050506,20.0,43.15,-124.4,,,BDNO3,1897-06-01 00:00,2100-01-01 00:00
311:MT:SNTL,311,MT,SNTL,Banfield Mountain,MT,Lincoln,170101011202,5600.0,48.5712,-115.44573,-8.0,,BANM8,1968-10-01 00:00,2100-01-01 00:00
312:ID:SNTL,312,ID,SNTL,Banner Summit,ID,Boise,170501200202,7040.0,44.30342,-115.23447,-8.0,,BASI1,1979-10-01 00:00,2100-01-01 00:00
1212:AZ:SNTL,1212,AZ,SNTL,Bar M,CO,Coconino,150602020601,6397.0,34.86142,-111.60497,-8.0,,BRMA3,2012-09-06 00:00,2100-01-01 00:00
15B11:MT:SNOW,15B11,MT,SNOW,Baree Creek,MT,Lincoln,170101020202,5500.0,47.96252,-115.53938,,,BAEM8,1937-05-01 00:00,2100-01-01 00:00
15B16:MT:SNOW,15B16,MT,SNOW,Baree Midway,MT,Lincoln,170101020202,4600.0,47.96132,-115.51945,,,BREM8,1966-03-01 00:00,2100-01-01 00:00
15B15:MT:SNOW,15B15,MT,SNOW,Baree Trail,MT,Lincoln,170101020202,3800.0,47.95203,-115.49348,,,BTLM8,1965-03-01 00:00,2100-01-01 00:00
313:MT:SNTL,313,MT,SNTL,Barker Lakes,MT,Deer Lodge,170102010304,8250.0,46.09713,-113.13038,-8.0,,BRLM8,1977-08-01 00:00,2100-01-01 00:00
1A03P:BC:MSNT,1A03P,BC,MSNT,Barkerville,OR,UNKNOWN,,4865.0,53.05,-121.48333,,,,1968-10-01 00:00,2100-01-01 00:00
